script,label,generated_utc,python,platform,numpy,pandas,seed,bootstrap_resamples,smoke,calibration_source,calibration_source_rows,aux_session,sessions_loaded,cache_dir_kb_before,cache_dir_kb_after,cache_growth_kb,base_lap_time_reproduced,total_seconds,provenance_notes,meta_session_laps_rows,meta_session_weather_rows,meta_has_deleted_col,meta_event,meta_session_name,meta_n_unmatched,meta_smoke,stage_load_csv_s,stage_load_cached_race_session_s,stage_merge_and_classify_s,stage_clip_test_s,stage_exclusions_s,stage_estimates_intermediate_s,stage_robustness_s,stage_gate_s
scripts/measure_wet_calibration.py,20260830T114500,2026-08-30T10:42:49Z,3.13.5,macOS-15.5-arm64-arm-64bit-Mach-O,2.4.6,2.3.3,20260830,10000,False,data/silverstone_2024_laps.csv,850,"2024 British Grand Prix — Race (cached, read-only)",R only; FP1/FP2/FP3/Q never loaded,338894,338894,0,92.4335,5.415,CSV rows unmatched against the cached session: 0 | Compound mismatches CSV vs session: 0 | TyreLife mismatches CSV vs session: 0 | Stint mismatches CSV vs session: 0,960,147,True,British Grand Prix,Race,0,False,0.005,0.395,0.012,0.003,0.003,4.016,0.975,0.001
