quantity,n_laps,min,max,mean,sd,range
raw_units_per_metre,19,9.994136676100867,10.053722878471671,10.016641723300724,0.01850096977521415,0.05958620237080403
metres_per_raw_unit,19,0.09946564194059188,0.10005866763772757,0.09983418145927725,0.00018413750059074715,0.0005930256971356934
lap_length_m,19,5799.054073375557,5837.694766804536,5818.347013251486,9.895714284510346,38.64069342897892
