feature,mean_abs_shap,algo,regime,seed,source_file
track_status_0,0.0,dqn,unconstrained,2,shap_dqn_unconstrained_seed=2.csv
track_status_1,0.0,dqn,unconstrained,2,shap_dqn_unconstrained_seed=2.csv
track_status_2,0.0,dqn,unconstrained,2,shap_dqn_unconstrained_seed=2.csv
tyre_compound_0,0.728722669764202,dqn,unconstrained,2,shap_dqn_unconstrained_seed=2.csv
tyre_compound_1,0.6277529335071587,dqn,unconstrained,2,shap_dqn_unconstrained_seed=2.csv
tyre_compound_2,0.0,dqn,unconstrained,2,shap_dqn_unconstrained_seed=2.csv
tyre_compound_3,0.0,dqn,unconstrained,2,shap_dqn_unconstrained_seed=2.csv
tyre_compound_4,0.0,dqn,unconstrained,2,shap_dqn_unconstrained_seed=2.csv
risk_indicator,0.1577630648781518,dqn,unconstrained,2,shap_dqn_unconstrained_seed=2.csv
pit_count_norm,0.6870381396870581,dqn,unconstrained,2,shap_dqn_unconstrained_seed=2.csv
lap_fraction,0.047071199460619,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
race_time_norm,0.0218864810971078,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
pos_norm,0.0074720039709877,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
gap_ahead,0.0,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
gap_behind,0.0,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
tyre_age_norm,0.05870371292766,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
tyre_wear,0.1019299401632342,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
fuel_norm,0.0117825156324061,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
track_status_0,0.0,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
track_status_1,0.0,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
track_status_2,0.0,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
tyre_compound_0,0.0047479454575532,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
tyre_compound_1,0.0025461897098721,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
tyre_compound_2,0.0,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
tyre_compound_3,0.0,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
tyre_compound_4,0.0,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
risk_indicator,0.0123421605012748,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
pit_count_norm,0.0010000971503873,ppo,rulebook,0,shap_ppo_rulebook_seed=0.csv
lap_fraction,0.0079802351013609,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
race_time_norm,0.0509633795168614,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
pos_norm,0.0210159968424569,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
gap_ahead,0.0,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
gap_behind,0.0,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
tyre_age_norm,0.0680046429139624,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
tyre_wear,0.0435962473155538,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
fuel_norm,0.018242586268789,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
track_status_0,0.0,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
track_status_1,0.0,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
track_status_2,0.0,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
tyre_compound_0,0.2031773413908541,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
tyre_compound_1,0.2670459684310477,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
tyre_compound_2,0.0,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
tyre_compound_3,0.0,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
tyre_compound_4,0.0,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
risk_indicator,0.1007870157894114,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
pit_count_norm,0.008287996930242,ppo,rulebook,1,shap_ppo_rulebook_seed=1.csv
lap_fraction,0.0453668795423577,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
race_time_norm,0.0479212074929676,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
pos_norm,0.024470926085012,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
gap_ahead,0.0,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
gap_behind,0.0,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
tyre_age_norm,0.0243102137526122,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
tyre_wear,0.0226247545003101,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
fuel_norm,0.0121854390053077,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
track_status_0,0.0,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
track_status_1,0.0,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
track_status_2,0.0,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
tyre_compound_0,0.0127173814437789,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
tyre_compound_1,0.0020053356550954,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
tyre_compound_2,0.0,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
tyre_compound_3,0.0,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
tyre_compound_4,0.0,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
risk_indicator,0.0710942525450337,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
pit_count_norm,0.001344653750986,ppo,rulebook,2,shap_ppo_rulebook_seed=2.csv
lap_fraction,0.0205960501136343,ppo,safe,0,shap_ppo_safe_seed=0.csv
race_time_norm,0.022668005253433,ppo,safe,0,shap_ppo_safe_seed=0.csv
pos_norm,0.0014375891143855,ppo,safe,0,shap_ppo_safe_seed=0.csv
gap_ahead,0.0,ppo,safe,0,shap_ppo_safe_seed=0.csv
gap_behind,0.0,ppo,safe,0,shap_ppo_safe_seed=0.csv
tyre_age_norm,0.0503340061131237,ppo,safe,0,shap_ppo_safe_seed=0.csv
tyre_wear,0.1160347544860363,ppo,safe,0,shap_ppo_safe_seed=0.csv
fuel_norm,0.0942260731235499,ppo,safe,0,shap_ppo_safe_seed=0.csv
track_status_0,0.0,ppo,safe,0,shap_ppo_safe_seed=0.csv
track_status_1,0.0,ppo,safe,0,shap_ppo_safe_seed=0.csv
track_status_2,0.0,ppo,safe,0,shap_ppo_safe_seed=0.csv
tyre_compound_0,0.0348449677841694,ppo,safe,0,shap_ppo_safe_seed=0.csv
tyre_compound_1,0.0063145886588843,ppo,safe,0,shap_ppo_safe_seed=0.csv
tyre_compound_2,0.0,ppo,safe,0,shap_ppo_safe_seed=0.csv
tyre_compound_3,0.0,ppo,safe,0,shap_ppo_safe_seed=0.csv
tyre_compound_4,0.0,ppo,safe,0,shap_ppo_safe_seed=0.csv
risk_indicator,0.0443042287040598,ppo,safe,0,shap_ppo_safe_seed=0.csv
pit_count_norm,0.0075576125154938,ppo,safe,0,shap_ppo_safe_seed=0.csv
lap_fraction,0.1316740402934348,ppo,safe,1,shap_ppo_safe_seed=1.csv
race_time_norm,0.0453000204813926,ppo,safe,1,shap_ppo_safe_seed=1.csv
pos_norm,0.0052198554019522,ppo,safe,1,shap_ppo_safe_seed=1.csv
gap_ahead,0.0,ppo,safe,1,shap_ppo_safe_seed=1.csv
gap_behind,0.0,ppo,safe,1,shap_ppo_safe_seed=1.csv
tyre_age_norm,0.25201552844557,ppo,safe,1,shap_ppo_safe_seed=1.csv
tyre_wear,0.0499092173456894,ppo,safe,1,shap_ppo_safe_seed=1.csv
fuel_norm,0.1142410583301479,ppo,safe,1,shap_ppo_safe_seed=1.csv
track_status_0,0.0,ppo,safe,1,shap_ppo_safe_seed=1.csv
track_status_1,0.0,ppo,safe,1,shap_ppo_safe_seed=1.csv
track_status_2,0.0,ppo,safe,1,shap_ppo_safe_seed=1.csv
tyre_compound_0,0.0792836725228174,ppo,safe,1,shap_ppo_safe_seed=1.csv
tyre_compound_1,0.0760355700185822,ppo,safe,1,shap_ppo_safe_seed=1.csv
tyre_compound_2,0.0,ppo,safe,1,shap_ppo_safe_seed=1.csv
tyre_compound_3,0.0,ppo,safe,1,shap_ppo_safe_seed=1.csv
tyre_compound_4,0.0,ppo,safe,1,shap_ppo_safe_seed=1.csv
risk_indicator,0.2295707387005466,ppo,safe,1,shap_ppo_safe_seed=1.csv
pit_count_norm,0.0559446123926434,ppo,safe,1,shap_ppo_safe_seed=1.csv
lap_fraction,0.0771202384690448,ppo,safe,2,shap_ppo_safe_seed=2.csv
race_time_norm,0.0768122551021859,ppo,safe,2,shap_ppo_safe_seed=2.csv
pos_norm,0.0126524950488927,ppo,safe,2,shap_ppo_safe_seed=2.csv
gap_ahead,0.0,ppo,safe,2,shap_ppo_safe_seed=2.csv
gap_behind,0.0,ppo,safe,2,shap_ppo_safe_seed=2.csv
tyre_age_norm,0.0974151986641828,ppo,safe,2,shap_ppo_safe_seed=2.csv
tyre_wear,0.0975282117428924,ppo,safe,2,shap_ppo_safe_seed=2.csv
fuel_norm,0.0890092866034898,ppo,safe,2,shap_ppo_safe_seed=2.csv
track_status_0,0.0,ppo,safe,2,shap_ppo_safe_seed=2.csv
track_status_1,0.0,ppo,safe,2,shap_ppo_safe_seed=2.csv
track_status_2,0.0,ppo,safe,2,shap_ppo_safe_seed=2.csv
tyre_compound_0,0.0382502470733619,ppo,safe,2,shap_ppo_safe_seed=2.csv
tyre_compound_1,0.1355386344445315,ppo,safe,2,shap_ppo_safe_seed=2.csv
tyre_compound_2,0.0,ppo,safe,2,shap_ppo_safe_seed=2.csv
tyre_compound_3,0.0,ppo,safe,2,shap_ppo_safe_seed=2.csv
tyre_compound_4,0.0,ppo,safe,2,shap_ppo_safe_seed=2.csv
risk_indicator,0.1383940674891178,ppo,safe,2,shap_ppo_safe_seed=2.csv
pit_count_norm,0.0355651930899308,ppo,safe,2,shap_ppo_safe_seed=2.csv
lap_fraction,0.0180766402937188,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
race_time_norm,0.0044364298070755,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
pos_norm,0.0045441766421213,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
gap_ahead,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
gap_behind,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
tyre_age_norm,0.1000128457087065,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
tyre_wear,0.0929270293603552,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
fuel_norm,0.0326537259012672,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
track_status_0,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
track_status_1,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
track_status_2,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
tyre_compound_0,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
tyre_compound_1,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
tyre_compound_2,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
tyre_compound_3,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
tyre_compound_4,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
risk_indicator,0.0659144217923069,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
pit_count_norm,0.0,ppo,unconstrained,0,shap_ppo_unconstrained_seed=0.csv
lap_fraction,0.0293676115294367,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
race_time_norm,0.0273723366874385,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
pos_norm,0.0007185508962543,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
gap_ahead,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
gap_behind,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
tyre_age_norm,0.0456358616938619,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
tyre_wear,0.0085464300248949,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
fuel_norm,0.0932764747794539,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
track_status_0,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
track_status_1,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
track_status_2,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
tyre_compound_0,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
tyre_compound_1,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
tyre_compound_2,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
tyre_compound_3,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
tyre_compound_4,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
risk_indicator,0.0875295227259325,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
pit_count_norm,0.0,ppo,unconstrained,1,shap_ppo_unconstrained_seed=1.csv
lap_fraction,0.0287271420162276,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
race_time_norm,0.0307893656048036,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
pos_norm,0.0024968263735657,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
gap_ahead,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
gap_behind,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
tyre_age_norm,0.0046542163976175,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
tyre_wear,0.0011818494476236,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
fuel_norm,0.0469463061614192,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
track_status_0,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
track_status_1,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
track_status_2,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
tyre_compound_0,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
tyre_compound_1,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
tyre_compound_2,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
tyre_compound_3,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
tyre_compound_4,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
risk_indicator,0.1264731336401543,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
pit_count_norm,0.0,ppo,unconstrained,2,shap_ppo_unconstrained_seed=2.csv
lap_fraction,0.0061590998530693,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
race_time_norm,0.0422783319053026,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
pos_norm,0.0070228421685228,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
gap_ahead,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
gap_behind,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
tyre_age_norm,0.0490719989489976,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
tyre_wear,0.0380011520346932,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
fuel_norm,0.0139198265940389,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
track_status_0,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
track_status_1,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
track_status_2,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
tyre_compound_0,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
tyre_compound_1,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
tyre_compound_2,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
tyre_compound_3,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
tyre_compound_4,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
risk_indicator,0.0007548111461759,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
pit_count_norm,0.0,reinforce,rulebook,0,shap_reinforce_rulebook_seed=0.csv
lap_fraction,0.0301803812903835,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
race_time_norm,0.0016022027752535,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
pos_norm,0.0279626783963527,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
gap_ahead,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
gap_behind,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
tyre_age_norm,0.0168787455244468,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
tyre_wear,0.0802441907746579,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
fuel_norm,0.0080505131734827,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
track_status_0,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
track_status_1,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
track_status_2,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
tyre_compound_0,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
tyre_compound_1,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
tyre_compound_2,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
tyre_compound_3,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
tyre_compound_4,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
risk_indicator,0.0432135017530974,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
pit_count_norm,0.0,reinforce,rulebook,1,shap_reinforce_rulebook_seed=1.csv
lap_fraction,0.0308210879552319,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
race_time_norm,0.0349521375145124,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
pos_norm,0.0034530212329496,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
gap_ahead,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
gap_behind,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
tyre_age_norm,0.1018398270534084,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
tyre_wear,0.0985633018526699,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
fuel_norm,0.0055837953514312,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
track_status_0,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
track_status_1,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
track_status_2,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
tyre_compound_0,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
tyre_compound_1,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
tyre_compound_2,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
tyre_compound_3,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
tyre_compound_4,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
risk_indicator,0.0090507998077863,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
pit_count_norm,0.0,reinforce,rulebook,2,shap_reinforce_rulebook_seed=2.csv
lap_fraction,0.0396338957987706,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
race_time_norm,0.0201141665812775,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
pos_norm,0.005149611758266,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
gap_ahead,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
gap_behind,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
tyre_age_norm,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
tyre_wear,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
fuel_norm,0.0293107179798621,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
track_status_0,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
track_status_1,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
track_status_2,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
tyre_compound_0,0.0012313015053821,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
tyre_compound_1,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
tyre_compound_2,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
tyre_compound_3,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
tyre_compound_4,0.0,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
risk_indicator,0.0019695549957118,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
pit_count_norm,0.0753732036483357,reinforce,safe,0,shap_reinforce_safe_seed=0.csv
lap_fraction,0.0045444620640957,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
race_time_norm,0.0149483485777188,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
pos_norm,0.0191418299531324,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
gap_ahead,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
gap_behind,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
tyre_age_norm,0.039156162685782,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
tyre_wear,0.0227340229807864,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
fuel_norm,0.0283558950681496,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
track_status_0,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
track_status_1,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
track_status_2,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
tyre_compound_0,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
tyre_compound_1,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
tyre_compound_2,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
tyre_compound_3,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
tyre_compound_4,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
risk_indicator,0.0235359705306536,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
pit_count_norm,0.0,reinforce,safe,1,shap_reinforce_safe_seed=1.csv
lap_fraction,0.0672306316624565,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
race_time_norm,0.0695289300964849,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
pos_norm,0.012277223764171,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
gap_ahead,0.0,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
gap_behind,0.0,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
tyre_age_norm,0.0287841821669812,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
tyre_wear,0.0123837848423924,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
fuel_norm,0.026380970435994,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
track_status_0,0.0018128294628355,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
track_status_1,0.0,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
track_status_2,0.0017961996596773,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
tyre_compound_0,0.0,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
tyre_compound_1,0.0,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
tyre_compound_2,0.0,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
tyre_compound_3,0.0,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
tyre_compound_4,0.0,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
risk_indicator,0.0205658606425727,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
pit_count_norm,0.0,reinforce,safe,2,shap_reinforce_safe_seed=2.csv
lap_fraction,0.0296258122620389,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
race_time_norm,0.0052973915526425,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
pos_norm,0.0138880613803522,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
gap_ahead,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
gap_behind,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
tyre_age_norm,0.016048323848946,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
tyre_wear,0.0478888732820686,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
fuel_norm,0.0225365884833099,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
track_status_0,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
track_status_1,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
track_status_2,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
tyre_compound_0,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
tyre_compound_1,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
tyre_compound_2,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
tyre_compound_3,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
tyre_compound_4,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
risk_indicator,0.0009078393238534,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
pit_count_norm,0.0,reinforce,unconstrained,0,shap_reinforce_unconstrained_seed=0.csv
lap_fraction,0.0100461183412213,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
race_time_norm,0.0236574392100884,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
pos_norm,0.0203768751327781,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
gap_ahead,0.0,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
gap_behind,0.0,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
tyre_age_norm,0.0530546515229317,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
tyre_wear,0.0664660583002581,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
fuel_norm,0.003188666012563,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
track_status_0,0.0,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
track_status_1,0.0,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
track_status_2,0.0,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
tyre_compound_0,0.0,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
tyre_compound_1,0.0,reinforce,unconstrained,1,shap_reinforce_unconstrained_seed=1.csv
