feature,mean_abs_shap
s_0,0.18851089854632036
s_1,0.17874431918544326
s_2,0.15065618125890518
s_3,0.0
s_4,0.0
s_5,0.1695531891740555
s_6,0.16493919994033462
s_7,0.27882590962481824
s_8,0.0
s_9,0.0
s_10,0.0
s_11,0.0
s_12,0.08752434814546374
s_13,0.14716647789381793
s_14,0.0
s_15,0.0
s_16,0.3022523993094462
s_17,0.036598518250018156
