feature,mean_abs_shap
s_0,0.029370371428103656
s_1,0.02737089769982148
s_2,0.0007186155576223047
s_3,0.0
s_4,0.0
s_5,0.04563794174147504
s_6,0.008545074254948486
s_7,0.09328363717210417
s_8,0.0
s_9,0.0
s_10,0.0
s_11,0.0
s_12,0.0
s_13,0.0
s_14,0.0
s_15,0.0
s_16,0.08756807078453749
s_17,0.0
