feature,mean_abs_shap
s_0,0.04932374222720793
s_1,0.014468757927910693
s_2,0.30117336802052663
s_3,0.0
s_4,0.0
s_5,0.1779330300295403
s_6,0.20319192294073965
s_7,0.19217785050040972
s_8,0.0
s_9,0.0
s_10,0.0
s_11,0.0
s_12,0.8838336205666013
s_13,1.1265238280223095
s_14,0.0
s_15,0.0
s_16,0.10147322678274857
s_17,0.20213707751637824
