feature,mean_abs_shap
s_0,0.04534326629538019
s_1,0.043962581771396995
s_2,0.0002079821168467254
s_3,0.0
s_4,0.0
s_5,0.049568386334991915
s_6,0.03610435479149755
s_7,0.027807570913315396
s_8,0.0
s_9,0.0
s_10,0.0
s_11,0.0
s_12,0.0
s_13,0.0
s_14,0.0
s_15,0.0
s_16,0.05522354316248152
s_17,0.0
