feature,mean_abs_shap
s_0,0.030821087955231974
s_1,0.03495213751451241
s_2,0.0034530212329496627
s_3,0.0
s_4,0.0
s_5,0.10183982705340842
s_6,0.09856330185266993
s_7,0.005583795351431295
s_8,0.0
s_9,0.0
s_10,0.0
s_11,0.0
s_12,0.0
s_13,0.0
s_14,0.0
s_15,0.0
s_16,0.009050799807786393
s_17,0.0
