feature,mean_abs_shap
s_0,0.2351938247889462
s_1,0.2266886490237423
s_2,0.20874697801907882
s_3,0.0
s_4,0.0
s_5,0.41281724307801204
s_6,0.3597432025715831
s_7,0.3894682201859372
s_8,0.0
s_9,0.0
s_10,0.0
s_11,0.0
s_12,0.011989689640128677
s_13,0.015011410106451746
s_14,0.0
s_15,0.0
s_16,0.3737752829803054
s_17,0.004290760824413733
