view,group_kind,group_label,regime,seed,risk_condition,bucket,metric,n,mean,sd,ci95_lo,ci95_hi
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,23,lap_time_fuel_adj_s,120,97.27389539743565,1.1178209094871265,97.08002752501022,97.46866993313152
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,24,lap_time_fuel_adj_s,115,97.94064946153338,1.1800778009402908,97.70890638546312,98.14918690709092
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,25,lap_time_fuel_adj_s,106,98.20584693839142,1.1796437440667293,97.98750793777036,98.42140362501604
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,26,lap_time_fuel_adj_s,97,98.37597152267753,1.216948653532103,98.1351004849344,98.61333293829811
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,27,lap_time_fuel_adj_s,87,98.74707258062894,1.2510589720546106,98.47535386398016,99.01291819269969
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,28,lap_time_fuel_adj_s,84,98.56125974472207,1.1266272141519558,98.33077586695471,98.81234026955799
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,29,lap_time_fuel_adj_s,76,99.04800302170526,1.2810292674358748,98.75518266981571,99.32869118132565
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,30,lap_time_fuel_adj_s,71,99.2768549975646,1.272575542231641,98.97262402919753,99.55131157880217
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,31,lap_time_fuel_adj_s,68,99.08726272048479,1.054893107391614,98.83775051570777,99.33953572774917
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,32,lap_time_fuel_adj_s,64,99.48437572834658,1.0952887973916392,99.21775422189219,99.74608702094572
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,33,lap_time_fuel_adj_s,63,99.7751034493531,1.039171028680097,99.52620855225031,100.03039900604712
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,34,lap_time_fuel_adj_s,60,99.89636179477003,1.2055984360880931,99.61035837338979,100.2272903489833
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,35,lap_time_fuel_adj_s,57,100.21768916255992,1.3447210715765374,99.87492418247503,100.5531015050726
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,36,lap_time_fuel_adj_s,53,100.26306348475462,1.2855192100865103,99.92431368903983,100.60305324308426
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,37,lap_time_fuel_adj_s,47,100.4520724819021,1.2006880722279294,100.13689752730963,100.78664260356143
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,38,lap_time_fuel_adj_s,43,100.71837244960453,1.3580099575093914,100.30039173954997,101.14166432167222
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,39,lap_time_fuel_adj_s,40,101.17123842338015,0.9173010479252999,100.88370130506536,101.45434240109542
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,40,lap_time_fuel_adj_s,38,101.28948653797026,1.373878333979632,100.85181134650465,101.71610758828612
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,41,lap_time_fuel_adj_s,37,101.34895501988737,1.2286838241633184,100.94233464638567,101.73259536576977
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,42,lap_time_fuel_adj_s,32,101.91060554921793,1.2473483841656097,101.51292525827354,102.35090671807968
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,43,lap_time_fuel_adj_s,29,101.75511586441617,1.1313798918627338,101.34836836624856,102.16062972276978
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,44,lap_time_fuel_adj_s,27,102.24882004063139,1.2844974832993035,101.76005864906158,102.72806413444654
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,45,lap_time_fuel_adj_s,26,102.34648539427135,1.057633099265667,101.93465825627749,102.73874472426623
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,46,lap_time_fuel_adj_s,25,102.4237561648592,1.1079304061312458,101.96672840737556,102.8230319893144
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,47,lap_time_fuel_adj_s,24,102.53259705899279,0.9952429372285,102.13844445001293,102.92751745069947
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,48,lap_time_fuel_adj_s,22,102.45625346579438,0.9548132546185427,102.07239903387865,102.83729845880298
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,49,lap_time_fuel_adj_s,21,103.22436867678668,1.5375740186004534,102.55373161720324,103.89343578543068
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,50,lap_time_fuel_adj_s,19,103.70676308797162,1.0812408725246372,103.23377110132942,104.17602318967488
by_tyre_age_medium_only,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,51,lap_time_fuel_adj_s,18,103.47786762782437,0.9304641578893484,103.09071130036384,103.89896143493678
race_outcome_conditional_finishers,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,finishers_all,race_time_s,18,5177.520387061199,9.302905839170482,5173.466454452236,5181.753376772292
race_outcome_conditional_finishers,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,finishers_all,segment_sum_time_s,18,5177.520387061199,9.3029058391682,5173.537056534519,5181.821273833305
race_outcome_conditional_finishers,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,finishers_zero_pit,race_time_s,18,5177.520387061199,9.302905839170482,5173.354512557557,5181.8409248213975
race_outcome_conditional_finishers,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,finishers_with_pit,race_time_s,0,,,,
all_episode_progress,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,all_episodes,completed_laps,200,26.62,14.303796452859084,24.645,28.595125
attrition,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,all_episodes,crash_rate,200,0.91,0.2868999090082545,0.87,0.95
attrition,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,all_episodes,catastrophic_rate,200,0.08,0.27197398634103065,0.045,0.115
attrition,fixed_policy,constant_risk_-0.50_zero_pit,n/a,n/a,-0.5,all_episodes,finish_rate,200,0.09,0.2868999090082545,0.05487500000000001,0.135
matched_window_laps5_15_zeropit,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,laps5-15,lap_time_s,922,95.9235269410451,1.3790454680393212,95.83262238623303,96.00791185956142
matched_window_laps5_15_zeropit,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,laps5-15,lap_time_fuel_adj_s,922,93.8383337990461,1.4549353375377587,93.74608159921895,93.93529592113
matched_window_laps5_15_zeropit,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,laps5-15,tyre_age_entry,922,8.627982646420824,3.1905462361886716,8.429501084598698,8.828660520607375
matched_window_laps5_15_zeropit,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,laps5-15,mean_risk_in_lap,922,0.3150505787599473,0.0973961639931315,0.3087602794654097,0.32124480238480013
matched_window_laps5_15_zeropit,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,laps5-15,is_medium_compound,922,1.0,0.0,1.0,1.0
matched_window_laps5_15_nonpitlaps,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,laps5-15,lap_time_s,2499,94.91704939238886,2.0232147028959098,94.83787319048677,94.99585007648274
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,1,lap_time_s,298,95.04945870654062,1.1647994181994756,94.91408068580749,95.18203270027365
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,2,lap_time_s,285,94.99282848208021,1.3506631427189084,94.83933306697267,95.15390258576662
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,3,lap_time_s,270,95.04303372915014,1.364184823213681,94.88121011722122,95.20433822878222
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,4,lap_time_s,269,95.3732329700349,1.3224276684664524,95.2142734974876,95.53430552723368
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,5,lap_time_s,240,95.24227703722266,1.465601199616739,95.0650657396822,95.42099092902441
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,6,lap_time_s,258,95.22758157260964,1.6163520307904953,95.0364103671114,95.41650464325893
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,7,lap_time_s,245,95.19999361417449,1.564432553209789,94.99746588330392,95.38855055171794
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,8,lap_time_s,232,95.35509470676814,1.6512627621881701,95.13551599999762,95.56747200767892
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,9,lap_time_s,235,95.58596210472096,1.7189298124587566,95.36524526661425,95.8146589623093
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,10,lap_time_s,224,95.20391595975526,2.0493781989681126,94.9282026421472,95.45514388720146
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,11,lap_time_s,211,94.99668585586677,2.2153549828893992,94.71440659388925,95.2876893623508
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,12,lap_time_s,201,94.46744874257703,2.301730038432061,94.15369896197555,94.8033379522551
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,13,lap_time_s,211,94.22515674072794,2.2283174672016095,93.92973755724768,94.53162023608338
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,14,lap_time_s,221,94.22733867355846,2.4151459765109156,93.90606580258512,94.55437737801496
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,15,lap_time_s,221,94.10894745646878,2.275219492330605,93.81227427771857,94.41337663233703
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,16,lap_time_s,214,94.06747532635471,2.582304740335588,93.73284512222773,94.43999404266154
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,17,lap_time_s,204,94.32438566176386,2.4920292636189476,93.98675219935222,94.67729042252249
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,18,lap_time_s,195,94.33326674431926,2.7096034888892335,93.955980625669,94.72413874023354
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,19,lap_time_s,190,94.40870669898041,2.9192110525383246,93.98666687684451,94.82023291871931
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,20,lap_time_s,185,94.52163298360074,2.8362349709192034,94.12065345868034,94.9323444403897
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,21,lap_time_s,182,94.49592746124584,2.8934916633200722,94.08920726742535,94.91432455934553
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,22,lap_time_s,176,94.56307180879921,3.0719311881466393,94.08959150867217,95.03161742347746
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,23,lap_time_s,171,94.60820181771035,3.117892931555466,94.15869842444401,95.08099506283253
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,24,lap_time_s,162,94.85697307210773,3.211630376426932,94.35655590310876,95.35850854533052
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,25,lap_time_s,149,94.99550264300677,3.2151991238173343,94.47085472862038,95.5023213253689
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,26,lap_time_s,140,94.73302769354653,3.354239926879083,94.19164748056886,95.2867126768735
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,27,lap_time_s,131,94.78890717965236,3.6281221087809152,94.1487842200574,95.40591770012132
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,28,lap_time_s,123,94.95336510781937,3.715369295685251,94.32662049095877,95.64950540598123
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,29,lap_time_s,111,95.30340542386834,3.7746703225395413,94.57890995188342,96.0234329263622
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,30,lap_time_s,103,95.7746238544689,4.0112089942021525,94.98483607917422,96.62506609357783
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,31,lap_time_s,100,95.69916024659251,3.6606543111917476,94.98174087278001,96.41628208381104
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,32,lap_time_s,94,95.42810314483991,3.886587546368566,94.65675490563328,96.16830620383725
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,33,lap_time_s,85,95.47686711851321,4.080136192272454,94.61260421342318,96.38902046741104
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,34,lap_time_s,81,95.56797435357056,3.987173445982893,94.72145921820142,96.42206245763674
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,35,lap_time_s,76,95.57967302085646,3.9751740982896586,94.68102843428781,96.42561387848782
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,36,lap_time_s,73,95.85771985096817,4.276514369201518,94.88936292483957,96.82779413235123
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,37,lap_time_s,63,95.73261394981554,4.1028081108859356,94.75604392156238,96.6259003931223
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,38,lap_time_s,59,95.84473266566742,4.363049296024626,94.67873477849773,96.87725496400282
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,39,lap_time_s,56,95.86778698828195,4.612676639689996,94.67563822007916,97.01300102710763
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,40,lap_time_s,53,95.9461139422294,4.271133575904804,94.8370624974135,97.12776668525247
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,41,lap_time_s,47,95.82789796375963,4.693624452751461,94.5075890334592,97.1881220457432
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,42,lap_time_s,45,96.00075171364115,4.545951466514991,94.66848822367986,97.362496608224
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,43,lap_time_s,41,96.47523689479338,4.687493531683307,95.04991852365704,97.96136268841339
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,44,lap_time_s,39,96.30893191104246,4.798902342174046,94.80514502738335,97.77226802168587
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,45,lap_time_s,36,95.8245647448259,5.1254654202840095,94.1684638079339,97.51259192409455
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,46,lap_time_s,33,95.77483177658856,5.333662125254479,93.99459147739351,97.55001593101767
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,47,lap_time_s,32,96.15745544168956,5.529762046937349,94.34215625198648,97.9500750441795
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,48,lap_time_s,30,96.13085273761922,5.028572879706099,94.46998350587833,97.87401199784247
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,49,lap_time_s,27,95.21208544282608,5.218272227882443,93.24221984059872,97.22392736343723
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,50,lap_time_s,25,95.72683226804713,5.167717688362127,93.8676362364233,97.7523282687199
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,51,lap_time_s,24,96.22207599610249,5.18489546242656,94.25653482708803,98.296505914127
by_lap_number,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,52,lap_time_s,19,96.41264668501934,4.7667750896561,94.32492529115139,98.41694901998515
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,0,lap_time_fuel_adj_s,460,91.97559574360623,1.4230460996020151,91.84370115744984,92.09874973772858
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,1,lap_time_fuel_adj_s,443,91.89820331539977,1.5661330165481864,91.75171417395174,92.04638942054835
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,2,lap_time_fuel_adj_s,426,91.95536705506053,1.5953999387324977,91.80556843740555,92.10797138769861
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,3,lap_time_fuel_adj_s,412,92.23358819281425,1.6969078489008278,92.07640797124868,92.39853950237125
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,4,lap_time_fuel_adj_s,373,92.32881800181202,1.5684750475530365,92.17106032151699,92.4825340369575
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,5,lap_time_fuel_adj_s,364,92.40105709205635,1.749476791859875,92.22366322990412,92.58048109532183
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,6,lap_time_fuel_adj_s,345,92.35168444845793,1.76327314945971,92.17376729653691,92.54309233566397
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,7,lap_time_fuel_adj_s,327,92.51428253513961,1.9082895589205482,92.31842460383851,92.7154376832475
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,8,lap_time_fuel_adj_s,315,92.79357103033293,2.0398189692371655,92.56737999499305,93.00902415071079
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,9,lap_time_fuel_adj_s,292,92.82840438327918,1.9690701869975842,92.60705207243099,93.06667188407037
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,10,lap_time_fuel_adj_s,258,92.69545377980721,2.1802286108043623,92.42324002631337,92.96074677345644
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,11,lap_time_fuel_adj_s,219,92.632365779366,2.161266706784715,92.34693714651597,92.92313033837972
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,12,lap_time_fuel_adj_s,191,92.70719019536011,2.059860369407281,92.40653658746528,92.99867111851823
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,13,lap_time_fuel_adj_s,186,92.79000855833813,2.4357115244150975,92.44762990868126,93.12986523150556
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,14,lap_time_fuel_adj_s,177,92.77855533923751,2.302408941866969,92.45213926707873,93.13742879668634
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,15,lap_time_fuel_adj_s,170,92.84174669333744,2.5132507914379887,92.47897087726629,93.21994892348235
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,16,lap_time_fuel_adj_s,161,93.04237161479347,2.5643637026038584,92.64563483243104,93.42185018482412
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,17,lap_time_fuel_adj_s,151,93.29634968098154,2.657451893371,92.88961709456159,93.72698300157516
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,18,lap_time_fuel_adj_s,142,93.7401661102396,2.737176161720397,93.29178353647036,94.19389599282806
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,19,lap_time_fuel_adj_s,137,93.67438400238427,2.8255391298129724,93.22587009123924,94.13674611856467
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,20,lap_time_fuel_adj_s,130,93.88868890531421,2.817845349147741,93.42369845850679,94.38095999348842
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,21,lap_time_fuel_adj_s,122,94.0949591613311,3.1213947088201355,93.54135999175907,94.6214424434425
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,22,lap_time_fuel_adj_s,120,94.32728349880591,2.9970914799349333,93.78972894517692,94.89479307739086
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,23,lap_time_fuel_adj_s,111,94.74364174520665,3.0545287195114077,94.19187828361486,95.29099023308291
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,24,lap_time_fuel_adj_s,100,94.69729332357238,3.2976029788534045,94.05886009582001,95.33094803155744
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,25,lap_time_fuel_adj_s,94,94.78235343551275,3.275533235398815,94.14716803939433,95.41101661940182
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,26,lap_time_fuel_adj_s,87,94.9414582298679,3.654043514094837,94.19167028792968,95.65246144345186
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,27,lap_time_fuel_adj_s,79,95.54544071966687,3.5616655465985314,94.73680936869094,96.36323934787906
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,28,lap_time_fuel_adj_s,76,95.62191695400332,3.6698545902440154,94.79273414473943,96.4274292869847
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,29,lap_time_fuel_adj_s,71,96.20103869680311,3.8947873802623993,95.24060340730755,97.07357013139946
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,30,lap_time_fuel_adj_s,65,96.31554684567541,3.4448113103454925,95.54112965169858,97.15353056582094
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,31,lap_time_fuel_adj_s,60,96.31232379726221,3.666798013504697,95.34614503826349,97.20313824885312
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,32,lap_time_fuel_adj_s,54,96.41218578557562,3.9077819293307043,95.30167450471139,97.39500965657973
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,33,lap_time_fuel_adj_s,53,96.44734997257827,3.8426852837008494,95.39289329098048,97.45171699643778
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,34,lap_time_fuel_adj_s,50,96.37287511637842,3.8691498708443475,95.28753024235829,97.41638524579047
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,35,lap_time_fuel_adj_s,49,96.66692465071299,4.290800740653788,95.46555250316098,97.83081068429372
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,36,lap_time_fuel_adj_s,43,96.5710265492639,3.9967531984983653,95.39184440271202,97.77613239097116
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,37,lap_time_fuel_adj_s,39,96.99533230859174,4.1544914774280475,95.72984626025506,98.2135258422208
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,38,lap_time_fuel_adj_s,37,97.4474088417802,4.046882185007088,96.16337073866421,98.67422721739169
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,39,lap_time_fuel_adj_s,33,97.58152288904235,3.825367931742339,96.21594338569905,98.7928937204421
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,40,lap_time_fuel_adj_s,25,98.38100426156593,4.3966991706907255,96.55850220045956,100.04761819521335
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,41,lap_time_fuel_adj_s,22,99.13664866961118,3.7912517228925657,97.50893803985494,100.54662117808171
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,42,lap_time_fuel_adj_s,21,99.53109784438418,3.962996652494638,97.74433913340634,100.99754577788414
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,43,lap_time_fuel_adj_s,18,100.25562524227473,3.388676609533564,98.5406953796691,101.53931154647456
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,44,lap_time_fuel_adj_s,15,100.52528188575447,4.020033259257852,98.37770669112948,102.18308480679056
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,45,lap_time_fuel_adj_s,14,100.62468569284559,3.9533405217954694,98.48875815833662,102.39133448180493
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,46,lap_time_fuel_adj_s,14,101.18195889144606,4.012495756078686,99.00125833583171,102.97726700333861
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,47,lap_time_fuel_adj_s,12,101.23496371895732,3.425582390391159,99.16941442271296,102.74616828868288
by_tyre_age,learned_regime_pooled,ppo_gamma0.999_rulebook_seeds012,rulebook,pooled,,48,lap_time_fuel_adj_s,9,101.99350650345572,1.1339272103911333,101.42232298580699,102.7421977682959
