view,group_kind,group_label,regime,seed,risk_condition,bucket,metric,n,mean,sd,ci95_lo,ci95_hi
matched_window_laps5_15_zeropit,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,laps5-15,lap_time_s,1868,96.45537301521202,1.2942679592657234,96.39801481235021,96.51138589125138
matched_window_laps5_15_zeropit,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,laps5-15,lap_time_fuel_adj_s,1868,94.3748879221466,1.3597308489161368,94.31503007186876,94.43574734402173
matched_window_laps5_15_zeropit,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,laps5-15,tyre_age_entry,1868,8.725910064239828,3.1420286188916244,8.589373661670235,8.87526766595289
matched_window_laps5_15_zeropit,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,laps5-15,mean_risk_in_lap,1868,0.0,0.0,0.0,0.0
matched_window_laps5_15_zeropit,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,laps5-15,is_medium_compound,1868,1.0,0.0,1.0,1.0
matched_window_laps5_15_nonpitlaps,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,laps5-15,lap_time_s,1868,96.45537301521202,1.2942679592657234,96.39596740250842,96.51392718943565
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,1,lap_time_s,199,95.14218487169501,1.1028814511834872,94.988896128713,95.29475525583479
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,2,lap_time_s,199,95.32835160148657,1.196644117733611,95.15924205336258,95.48709549537004
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,3,lap_time_s,195,95.53747924014134,1.1716386898853126,95.37529721578147,95.70329840891245
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,4,lap_time_s,192,95.61405614978112,1.1784043367622852,95.44336108193636,95.77642585086602
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,5,lap_time_s,190,95.7140616759726,1.0688648883859109,95.56070821090796,95.86899572006797
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,6,lap_time_s,188,95.82189173644034,1.243786807838638,95.6386831797613,95.9900148684929
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,7,lap_time_s,185,96.07572639407994,1.2368579337138672,95.90300175959892,96.2575145909793
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,8,lap_time_s,179,96.19612236845622,1.2384734585825083,96.0189858446035,96.37258175753254
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,9,lap_time_s,178,96.19602901053287,1.217297111457167,96.01344500869986,96.37600736424284
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,10,lap_time_s,172,96.67716442694905,1.180268794045843,96.5109306332633,96.85929044837214
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,11,lap_time_s,165,96.58799571405794,1.184327062074765,96.41548137785801,96.76562580452203
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,12,lap_time_s,159,96.6851799409459,1.1831267756544515,96.50544360892289,96.86758586234062
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,13,lap_time_s,156,97.13640818780058,1.2081595157685048,96.94920419500133,97.31293007312358
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,14,lap_time_s,150,97.2106488553169,1.1166728225138554,97.03244745445963,97.38152341967525
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,15,lap_time_s,146,97.18581360505156,1.225902560056433,96.99429978511724,97.38872899727473
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,16,lap_time_s,141,97.46238533312419,1.2413416027381001,97.2539764641793,97.67054190537336
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,17,lap_time_s,136,97.69758468282659,1.1808455787482608,97.5115473766492,97.88452529175824
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,18,lap_time_s,134,97.94668518106637,1.0783545012557072,97.75796744100833,98.12212681052563
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,19,lap_time_s,130,97.99606760363112,1.2097544357144492,97.79105618913218,98.1972272097552
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,20,lap_time_s,127,97.94082383007326,1.229572182200298,97.74223746607329,98.16026382875981
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,21,lap_time_s,123,98.23379110661169,1.1598899859335359,98.02865599639856,98.4402172563126
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,22,lap_time_s,118,98.35309467519983,1.3133386687443969,98.10989504019426,98.59434435198322
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,23,lap_time_s,115,98.60072086420602,0.9900939584400482,98.42121432087676,98.77899017875417
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,24,lap_time_s,113,98.32226379970903,1.0635466722646345,98.12001294752457,98.510578261674
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,25,lap_time_s,110,98.76340270968163,1.1335104715552666,98.55152472021227,98.96853047833594
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,26,lap_time_s,103,99.19172538218257,1.2223769258221742,98.95153412670165,99.43369434640283
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,27,lap_time_s,99,99.18368632887119,1.2944071029848474,98.93540727131452,99.4389502478692
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,28,lap_time_s,84,99.55779560379787,1.0530662694895947,99.32222465522408,99.7762184000149
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,29,lap_time_s,79,99.5111576401298,1.0768225768747015,99.28142478701865,99.74090962606029
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,30,lap_time_s,72,99.85255545859269,1.2205784011551863,99.58496797402216,100.12475637230406
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,31,lap_time_s,67,100.01090755843425,1.112527613652479,99.74508356593249,100.27306773848998
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,32,lap_time_s,65,99.91840366716511,1.199566653823205,99.63301919152293,100.21202878301568
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,33,lap_time_s,59,100.17324304926656,1.0925690756015891,99.89912292160199,100.44487304971155
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,34,lap_time_s,57,100.27361709819347,1.0226442346059401,100.01328154297643,100.54737173223714
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,35,lap_time_s,54,100.30555982191751,1.2435000929810556,99.9821625550595,100.61930738275542
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,36,lap_time_s,51,100.59962275107925,1.2748875467835932,100.27003523657186,100.93178297375064
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,37,lap_time_s,47,100.54974015660824,1.263454983727273,100.1964686595202,100.90497087316979
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,38,lap_time_s,42,101.08688022397348,1.0202869957911684,100.78916042582749,101.39640597646576
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,39,lap_time_s,40,101.08932118174775,1.1362986037201863,100.72731800650602,101.4208424120218
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,40,lap_time_s,36,101.32963426226597,1.0296654513139831,100.99860835701114,101.67405767680124
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,41,lap_time_s,34,101.51207022689314,1.2046180226045724,101.12698265918021,101.90104419699448
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,42,lap_time_s,34,101.46699795184983,1.0572577760429893,101.12584462706349,101.81875728226
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,43,lap_time_s,31,101.83318684493891,1.309506147296748,101.41029725488116,102.28061842070277
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,44,lap_time_s,29,101.91520422136942,1.1688282693770191,101.50922038003186,102.3445841758992
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,45,lap_time_s,26,102.23725535782226,1.2776255063648188,101.7707653143347,102.715002128168
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,46,lap_time_s,25,102.28694135582107,0.9377985136860715,101.91643162373111,102.64172012765899
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,47,lap_time_s,24,102.35058521619767,1.0909188534187158,101.93201829107039,102.78502721951124
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,48,lap_time_s,24,102.62415543695744,1.1875608611652886,102.16438988157489,103.10933454904135
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,49,lap_time_s,21,102.41287604788931,1.129126977520335,101.91950602830815,102.8825088196289
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,50,lap_time_s,19,103.09991400535152,1.506850321648101,102.44155419170184,103.81570880789829
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,51,lap_time_s,16,103.09989582077534,1.472476864763772,102.37383429519211,103.7869667889623
by_lap_number,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,52,lap_time_s,13,102.97494349774423,0.9543618106260779,102.50447980295097,103.51188711673315
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,0,lap_time_fuel_adj_s,199,92.64218487169498,1.102881451183487,92.48378521914881,92.79766749721307
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,1,lap_time_fuel_adj_s,199,92.87642852456352,1.196644117733611,92.71342633987558,93.0395810613529
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,2,lap_time_fuel_adj_s,195,93.13363308629519,1.1716386898853126,92.973377840855,93.30467639033195
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,3,lap_time_fuel_adj_s,192,93.2582869190119,1.1784043367622852,93.09139783071662,93.43195815877392
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,4,lap_time_fuel_adj_s,190,93.4063693682803,1.0688648883859109,93.25965164380149,93.55777873426524
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,5,lap_time_fuel_adj_s,188,93.56227635182496,1.243786807838638,93.38364129228349,93.74179365446041
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,6,lap_time_fuel_adj_s,185,93.86418793254148,1.2368579337138672,93.68418782290647,94.03135053190037
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,7,lap_time_fuel_adj_s,179,94.0326608299947,1.2384734585825083,93.8504896096042,94.21214605343512
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,8,lap_time_fuel_adj_s,178,94.08064439514824,1.2172971114571667,93.89645834485302,94.25480985835443
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,9,lap_time_fuel_adj_s,172,94.60985673464133,1.180268794045843,94.4464404908636,94.77958373266414
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,10,lap_time_fuel_adj_s,165,94.56876494482717,1.184327062074765,94.38834130150833,94.7532039540316
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,11,lap_time_fuel_adj_s,159,94.71402609479206,1.1831267756544515,94.5361750091068,94.89033211040358
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,12,lap_time_fuel_adj_s,156,95.21333126472366,1.2081595157685048,95.021638283004,95.40109195091479
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,13,lap_time_fuel_adj_s,150,95.3356488553169,1.1166728225138554,95.15237598241768,95.51462174134355
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,14,lap_time_fuel_adj_s,146,95.35889052812848,1.225902560056433,95.17769925774704,95.56660404862862
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,15,lap_time_fuel_adj_s,141,95.68353917927803,1.2413416027381001,95.47749500961848,95.89143578222087
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,16,lap_time_fuel_adj_s,136,95.96681545205736,1.1808455787482608,95.77248155285764,96.16205193649662
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,17,lap_time_fuel_adj_s,134,96.26399287337406,1.0783545012557072,96.07634574685088,96.44496119245667
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,18,lap_time_fuel_adj_s,130,96.36145221901573,1.2097544357144492,96.14831895401645,96.57311226310843
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,19,lap_time_fuel_adj_s,127,96.35428536853479,1.2295721822002983,96.14890750731529,96.55828450315482
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,20,lap_time_fuel_adj_s,123,96.69532956815014,1.1598899859335356,96.49229510286509,96.90122938748335
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,21,lap_time_fuel_adj_s,118,96.86271005981523,1.3133386687443969,96.63285288326371,97.09154172844815
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,22,lap_time_fuel_adj_s,115,97.1584131718983,0.9900939584400482,96.98049056303428,97.3277224903922
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,23,lap_time_fuel_adj_s,113,96.92803303047826,1.0635466722646345,96.73911903508066,97.12949341985914
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,24,lap_time_fuel_adj_s,110,97.41724886352777,1.1335104715552666,97.21214944106825,97.62656985835878
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,25,lap_time_fuel_adj_s,103,97.89364845910566,1.222376925822174,97.66005023091748,98.12496865600654
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,26,lap_time_fuel_adj_s,99,97.93368632887119,1.2944071029848474,97.6874157788722,98.18953047200486
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,27,lap_time_fuel_adj_s,84,98.3558725268748,1.0530662694895947,98.1369887218944,98.58783475503931
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,28,lap_time_fuel_adj_s,79,98.35731148628362,1.0768225768747015,98.1250385188828,98.58448748741284
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,29,lap_time_fuel_adj_s,72,98.74678622782348,1.2205784011551863,98.47820698714841,99.0281188195242
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,30,lap_time_fuel_adj_s,67,98.95321525074193,1.112527613652479,98.70184393849881,99.21991772199281
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,31,lap_time_fuel_adj_s,65,98.90878828254974,1.199566653823205,98.62392781104654,99.19550279869587
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,32,lap_time_fuel_adj_s,59,99.21170458772812,1.0925690756015891,98.93548567392062,99.48463667925203
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,33,lap_time_fuel_adj_s,57,99.36015555973194,1.0226442346059401,99.09227430238842,99.61829619071122
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,34,lap_time_fuel_adj_s,54,99.44017520653288,1.2435000929810556,99.12484213568405,99.78376453729037
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,35,lap_time_fuel_adj_s,51,99.78231505877156,1.2748875467835932,99.4545668478382,100.13441257778332
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,36,lap_time_fuel_adj_s,47,99.78050938737749,1.263454983727273,99.42453477293536,100.13136605918687
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,37,lap_time_fuel_adj_s,42,100.36572637781967,1.0202869957911687,100.0631774786649,100.69292040273096
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,38,lap_time_fuel_adj_s,40,100.41624425867083,1.1362986037201863,100.05746707431307,100.75238862530826
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,39,lap_time_fuel_adj_s,36,100.70463426226597,1.0296654513139831,100.40167046411224,101.04156726050235
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,40,lap_time_fuel_adj_s,34,100.93514714997006,1.2046180226045724,100.53608651081663,101.3258674950321
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,41,lap_time_fuel_adj_s,34,100.9381517980037,1.0572577760429895,100.594491342136,101.27445262267258
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,42,lap_time_fuel_adj_s,31,101.35241761416967,1.309506147296748,100.89896729962409,101.80997485597406
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,43,lap_time_fuel_adj_s,29,101.48251191367713,1.1688282693770191,101.06034715933993,101.90894148052827
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,44,lap_time_fuel_adj_s,26,101.85263997320683,1.2776255063648188,101.35823422883001,102.37309531500327
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,45,lap_time_fuel_adj_s,25,101.95040289428262,0.9377985136860715,101.58678515686452,102.31699320663492
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,46,lap_time_fuel_adj_s,24,102.06212367773617,1.0909188534187158,101.62258044260403,102.46491760078122
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,47,lap_time_fuel_adj_s,24,102.38377082157281,1.1875608611652884,101.92989028647149,102.85009504446204
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,48,lap_time_fuel_adj_s,21,102.22056835558162,1.129126977520335,101.75259053148498,102.71171115055081
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,49,lap_time_fuel_adj_s,19,102.95568323612073,1.506850321648101,102.30490243348167,103.6030014906859
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,50,lap_time_fuel_adj_s,16,103.0037419746215,1.472476864763772,102.29951596537006,103.68296857873526
by_tyre_age,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,51,lap_time_fuel_adj_s,13,102.92686657466733,0.9543618106260778,102.4702364943976,103.42008920233626
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,0,lap_time_fuel_adj_s,199,92.64218487169498,1.102881451183487,92.49134882694943,92.79446416966948
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,1,lap_time_fuel_adj_s,199,92.87642852456352,1.196644117733611,92.71154040102502,93.03732156199263
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,2,lap_time_fuel_adj_s,195,93.13363308629519,1.1716386898853126,92.9657116690339,93.30435927411698
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,3,lap_time_fuel_adj_s,192,93.2582869190119,1.1784043367622852,93.10269548020479,93.42702348830271
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,4,lap_time_fuel_adj_s,190,93.4063693682803,1.0688648883859109,93.2435557980148,93.55420177646998
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,5,lap_time_fuel_adj_s,188,93.56227635182496,1.243786807838638,93.37945424657447,93.74138733108393
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,6,lap_time_fuel_adj_s,185,93.86418793254148,1.2368579337138672,93.68357458412937,94.03671411948655
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,7,lap_time_fuel_adj_s,179,94.0326608299947,1.2384734585825083,93.85094015119567,94.21686947100191
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,8,lap_time_fuel_adj_s,178,94.08064439514824,1.2172971114571667,93.9065987891289,94.25181171019226
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,9,lap_time_fuel_adj_s,172,94.60985673464133,1.180268794045843,94.43343497692226,94.78700060986746
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,10,lap_time_fuel_adj_s,165,94.56876494482717,1.184327062074765,94.3885970018241,94.74984065894215
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,11,lap_time_fuel_adj_s,159,94.71402609479206,1.1831267756544515,94.53119792708482,94.90624598092204
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,12,lap_time_fuel_adj_s,156,95.21333126472366,1.2081595157685048,95.024728132012,95.40552310520377
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,13,lap_time_fuel_adj_s,150,95.3356488553169,1.1166728225138554,95.15487803528767,95.51343088625659
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,14,lap_time_fuel_adj_s,146,95.35889052812848,1.225902560056433,95.15510520026398,95.56766646548199
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,15,lap_time_fuel_adj_s,141,95.68353917927803,1.2413416027381001,95.47738557162457,95.87815391747273
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,16,lap_time_fuel_adj_s,136,95.96681545205736,1.1808455787482608,95.76355666187783,96.1823235071704
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,17,lap_time_fuel_adj_s,134,96.26399287337406,1.0783545012557072,96.07275126727758,96.44185278116127
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,18,lap_time_fuel_adj_s,130,96.36145221901573,1.2097544357144492,96.16010952146425,96.56811216586618
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,19,lap_time_fuel_adj_s,127,96.35428536853479,1.2295721822002983,96.14943275449063,96.57012317772609
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,20,lap_time_fuel_adj_s,123,96.69532956815014,1.1598899859335356,96.497208501359,96.90163096871069
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,21,lap_time_fuel_adj_s,118,96.86271005981523,1.3133386687443969,96.62867640042731,97.09716473681763
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,22,lap_time_fuel_adj_s,115,97.1584131718983,0.9900939584400482,96.97807856734426,97.33806924603266
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,23,lap_time_fuel_adj_s,113,96.92803303047826,1.0635466722646345,96.72543445103842,97.12090320439793
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,24,lap_time_fuel_adj_s,110,97.41724886352777,1.1335104715552666,97.2127853863047,97.62686047816112
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,25,lap_time_fuel_adj_s,103,97.89364845910566,1.222376925822174,97.665310845003,98.1367816636445
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,26,lap_time_fuel_adj_s,99,97.93368632887119,1.2944071029848474,97.68553619520439,98.18358111066799
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,27,lap_time_fuel_adj_s,84,98.3558725268748,1.0530662694895947,98.13508841833247,98.57490079894981
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,28,lap_time_fuel_adj_s,79,98.35731148628362,1.0768225768747015,98.11472481239709,98.59974693106973
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,29,lap_time_fuel_adj_s,72,98.74678622782348,1.2205784011551863,98.46965765598453,99.0330798019277
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,30,lap_time_fuel_adj_s,67,98.95321525074193,1.112527613652479,98.69706719426406,99.21174799764236
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,31,lap_time_fuel_adj_s,65,98.90878828254974,1.199566653823205,98.61991045286265,99.17552720702
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,32,lap_time_fuel_adj_s,59,99.21170458772812,1.0925690756015891,98.93347630437968,99.47711614042959
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,33,lap_time_fuel_adj_s,57,99.36015555973194,1.0226442346059401,99.10286310838863,99.61673459655744
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,34,lap_time_fuel_adj_s,54,99.44017520653288,1.2435000929810556,99.11263490911456,99.77392096064789
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,35,lap_time_fuel_adj_s,51,99.78231505877156,1.2748875467835932,99.44558195004828,100.13237409372243
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,36,lap_time_fuel_adj_s,47,99.78050938737749,1.263454983727273,99.41755272105391,100.13736291921744
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,37,lap_time_fuel_adj_s,42,100.36572637781967,1.0202869957911687,100.06829889137668,100.67695443528014
by_tyre_age_medium_only,fixed_policy,constant_risk_+0.00_zero_pit,n/a,n/a,0.0,38,lap_time_fuel_adj_s,40,100.41624425867083,1.1362986037201863,100.0721613652781,100.75545872738304
